"item","label","kind","type","jobK","jobW","jobE","jobM","jobD","jobS","jobR","lv","speed","series","spec","exspec","setspec","str","inc","agi","inc","vit","inc","ene","inc","rec","inc","exstr","inc","exagi","inc","exvit","inc","exene","inc","exrec","inc","ex_en_type","option",
"防具","エウロパのガーダー","通常","腰",0,0,1,0,0,0,0,0,0,"エウロパ",39,65,71,152,4.5,310.04,9.99,,,-1,-1,,,189.46,4.54,392.09,9.99,,,-1,-1,,,2,"防御",4
"防具","エウロパのグラブ","通常","手",0,0,1,0,0,0,0,0,6,"エウロパ",29,51,57,128,4.5,257.06,9.99,,,-1,-1,,,165.46,4.54,340.1,9.9,,,-1,-1,,,2,"防御",4
"防具","エウロパの兜","通常","兜",0,0,1,0,0,0,0,0,0,"エウロパ",37,63,69,147.46,4.54,300.05,9.99,,,-1,-1,,,185,4.5,383,9.9,,,-1,-1,,,2,"防御",4
"防具","レッドスピリットアーマー","通常","鎧",0,0,1,0,0,0,0,0,0,"レッドスピリット",55,86,,190,4.67,396,10.34,,,-1,-1,,,229,4.67,482.28,10.36,,,-1,-1,,,2,"防御",4
"防具","レッドスピリットブーツ","通常","足",0,0,1,0,0,0,0,0,0,"レッドスピリット",40,66,,155.62,4.69,320,10.37,,,-1,-1,,,194.62,4.69,406.28,10.36,,,-1,-1,,,2,"防御",4
"防具","レッドスピリットガーダー","通常","腰",0,0,1,0,0,0,0,0,0,"レッドスピリット",48,77,,176,4.67,365,10.34,,,-1,-1,,,215,4.67,451.15,10.37,,,-1,-1,,,2,"防御",4
"防具","レッドスピリットグラブ","通常","手",0,0,1,0,0,0,0,0,6,"レッドスピリット",38,63,,151,4.67,309.63,10.37,,,-1,-1,,,190,4.67,396,10.34,,,-1,-1,,,2,"防御",4
"防具","レッドスピリットヘルム","通常","兜",0,0,1,0,0,0,0,0,0,"レッドスピリット",46,73,,165,4.67,340.61,10.39,,,-1,-1,,,204,4.67,427,10.34,,,-1,-1,,,2,"防御",4
"防具","シルフィードアーマー","通常","鎧",0,0,1,0,0,0,0,380,0,"シルフィード",68,106,,186.24,3.44,370.34,7.22,,,-1,-1,,,214.9,3.42,430.34,7.22,,,-1,-1,,,2,"防御",4
"防具","シルフィードブーツ","通常","足",0,0,1,0,0,0,0,380,0,"シルフィード",53,85,,155.56,3.44,305.56,7.22,,,-1,-1,,,184.16,3.42,365.56,7.22,,,-1,-1,,,2,"防御",4
"防具","シルフィードガーダー","通常","腰",0,0,1,0,0,0,0,380,0,"シルフィード",61,97,,173.9,3.42,344,7.2,,,-1,-1,,,202.24,3.44,404,7.2,,,-1,-1,,,2,"防御",4
"防具","シルフィードグラブ","通常","手",0,0,1,0,0,0,0,380,7,"シルフィード",50,81,,146.06,3.49,286.34,7.22,,,-1,-1,,,175,3.42,346.34,7.22,,,-1,-1,,,2,"防御",4
"防具","シルフィードヘルム","通常","兜",0,0,1,0,0,0,0,380,0,"シルフィード",57,91,,163.56,3.44,322.34,7.22,,,-1,-1,,,192,3.43,382.34,7.22,,,-1,-1,,,2,"防御",4
"防具","ケルベロスアーマー","通常","鎧",0,0,0,1,0,0,0,0,0,"ケルベロス",44,68,76,380,13.5,188,6.3,,,-1,-1,,,492.46,13.54,240.35,6.33,,,-1,-1,,,2,"防御",4
"防具","ケルベロスブーツ","通常","足",0,0,0,1,0,0,0,0,0,"ケルベロス",22,41,49,344,13.5,171.32,6.28,,,-1,-1,,,456.46,13.54,223.67,6.33,,,-1,-1,,,2,"防御",4
"防具","ケルベロスガーダー","通常","腰",0,0,0,1,0,0,0,0,0,"ケルベロス",34,57,63,353,13.5,175.34,6.33,,,-1,-1,,,465.46,13.54,227.69,6.33,,,-1,-1,,,2,"防御",4
"防具","ケルベロスグラブ","通常","手",0,0,0,1,0,0,0,0,6,"ケルベロス",20,41,47,335,13.5,167,6.3,,,-1,-1,,,447.46,13.54,219.35,6.33,,,-1,-1,,,2,"防御",4
"防具","ヴァリアントアーマー","通常","鎧",0,0,0,1,0,0,0,0,0,"ヴァリアント",52,82,88,508.05,13.99,177.46,4.54,,,-1,-1,,,624.1,13.99,215,4.5,,,-1,-1,,,2,"防御",4
"防具","ヴァリアントブーツ","通常","足",0,0,0,1,0,0,0,0,0,"ヴァリアント",29,55,63,475.13,13.99,167,4.5,,,-1,-1,,,591.13,13.99,204.46,4.54,,,-1,-1,,,2,"防御",4
"防具","ヴァリアントガーダー","通常","腰",0,0,0,1,0,0,0,0,0,"ヴァリアント",41,68,76,489.13,13.99,171.46,4.54,,,-1,-1,,,605.13,13.99,209,4.5,,,-1,-1,,,2,"防御",4
"防具","ヴァリアントグラブ","通常","手",0,0,0,1,0,0,0,0,7,"ヴァリアント",27,52,60,443.03,13.99,156.46,4.54,,,-1,-1,,,559.08,13.99,194,4.5,,,-1,-1,,,2,"防御",4
"防具","ハーデスの鎧","通常","鎧",0,0,0,1,0,0,0,0,0,"ハーデス",60,91,100,565.67,15.33,244.67,6.33,,,-1,-1,,,693.02,15.33,297.02,6.33,,,-1,-1,,,2,"防御",4
"防具","ハーデスのブーツ","通常","足",0,0,0,1,0,0,0,0,0,"ハーデス",37,63,71,434,13.5,213.02,6.33,,,-1,-1,,,546.46,13.54,265.67,6.33,,,-1,-1,,,2,"防御",4
"防具","ハーデスのガーダー","通常","腰",0,0,0,1,0,0,0,0,0,"ハーデス",49,77,85,465.46,13.54,227.69,6.33,,,-1,-1,,,578,13.5,280.34,6.33,,,-1,-1,,,2,"防御",4
"防具","ハーデスのグラブ","通常","手",0,0,0,1,0,0,0,0,7,"ハーデス",34,59,67,416,13.5,204.68,6.33,,,-1,-1,,,528.46,13.54,257.03,6.33,,,-1,-1,,,2,"防御",4
"防具","アスリルアーマー","通常","鎧",0,0,0,1,0,0,0,0,0,"アスリル",73,108,,642,14.59,273.07,5.99,,,-1,-1,,,763.46,14.59,322.13,5.99,,,-1,-1,,,2,"防御",4
"防具","アスリルブーツ","通常","足",0,0,0,1,0,0,0,0,0,"アスリル",50,81,,554.46,14.59,237.13,5.99,,,-1,-1,,,676.05,14.59,287.05,5.99,,,-1,-1,,,2,"防御",4
"防具","アスリルガーダー","通常","腰",0,0,0,1,0,0,0,0,0,"アスリル",61,95,,612.82,14.59,261.09,5.99,,,-1,-1,,,734.42,14.58,311.01,5.99,,,-1,-1,,,2,"防御",4
"防具","アスリルグラブ","通常","手",0,0,0,1,0,0,0,0,7,"アスリル",45,74,,515.64,14.59,221.13,5.99,,,-1,-1,,,637,14.6,271.07,5.99,,,-1,-1,,,2,"防御",4
"防具","ボルケーノアーマー","通常","鎧",0,0,0,1,0,0,0,380,0,"ボルケーノ",86,125,,659.01,13.09,284.59,5.41,,,-1,-1,,,768.13,12.99,329.59,5.41,,,-1,-1,,,2,"防御",4
"防具","ボルケーノブーツ","通常","足",0,0,0,1,0,0,0,380,0,"ボルケーノ",61,96,,589.73,13.09,255.74,5.42,,,-1,-1,,,698,13.13,300.74,5.42,,,-1,-1,,,2,"防御",4
"防具","ボルケーノガーダー","通常","腰",0,0,0,1,0,0,0,380,0,"ボルケーノ",74,111,,607.13,12.99,263,5.4,,,-1,-1,,,716.13,12.99,308,5.4,,,-1,-1,,,2,"防御",4
"防具","ボルケーノグラブ","通常","手",0,0,0,1,0,0,0,380,7,"ボルケーノ",55,89,,572.01,13.09,248.59,5.41,,,-1,-1,,,681.13,12.99,293.59,5.41,,,-1,-1,,,2,"防御",4
"防具","ロードアーマー","通常","鎧",0,0,0,0,1,0,0,0,0,"ロード",25,45,,150.02,6.33,57.19,1.81,,,-1,-1,,,202.67,6.33,72.19,1.81,,,-1,-1,,,2,"防御",4
"防具","ロードブーツ","通常","足",0,0,0,0,1,0,0,0,0,"ロード",13,29,,114.35,6.33,47,1.8,,,-1,-1,,,167,6.3,62,1.8,,,-1,-1,,,2,"防御",4
"防具","ロードガーダー","通常","腰",0,0,0,0,1,0,0,0,0,"ロード",21,40,,125,6.3,50,1.8,,,-1,-1,,,177.35,6.33,65,1.8,,,-1,-1,,,2,"防御",4
"防具","ロードグラブ","通常","手",0,0,0,0,1,0,0,0,7,"ロード",12,27,,108.03,6.33,45.19,1.81,,,-1,-1,,,160.67,6.33,60.19,1.81,,,-1,-1,,,2,"防御",4
"防具","ロードマスク","通常","兜",0,0,0,0,1,0,0,0,0,"ロード",20,38,,116.36,6.33,47.51,1.83,,,-1,-1,,,169.01,6.33,62.51,1.83,,,-1,-1,,,2,"防御",4
"防具","ダークソウルアーマー","通常","鎧",0,0,0,0,1,0,0,0,0,"ダークソウル",36,60,66,200.02,6.99,69.11,1.89,,,-1,-1,,,257.13,6.99,84.08,1.99,,,-1,-1,,,2,"防御",4
"防具","ダークソウルブーツ","通常","足",0,0,0,0,1,0,0,0,0,"ダークソウル",20,40,46,158.08,6.99,57.07,1.99,,,-1,-1,,,216.05,6.99,73.05,1.99,,,-1,-1,,,2,"防御",4
"防具","ダークソウルガーダー","通常","腰",0,0,0,0,1,0,0,0,0,"ダークソウル",26,48,54,181.1,6.99,64,1.9,,,-1,-1,,,239.06,6.99,79.07,1.99,,,-1,-1,,,2,"防御",4
"防具","ダークソウルグラブ","通常","手",0,0,0,0,1,0,0,0,6,"ダークソウル",18,36,41,151.09,6.99,55.08,1.99,,,-1,-1,,,209.06,6.99,71.06,1.99,,,-1,-1,,,2,"防御",4
"防具","ダークソウルマスク","通常","兜",0,0,0,0,1,0,0,0,0,"ダークソウル",24,45,51,172.06,6.99,61.05,1.99,,,-1,-1,,,230.03,6.99,77.33,1.89,,,-1,-1,,,2,"防御",4
"防具","ダークブリザードアーマー","通常","鎧",0,0,0,0,1,0,0,0,0,"ダークブリザード",43,71,78,261.86,7.57,83.13,1.99,,,-1,-1,,,324.86,7.57,99.13,1.99,,,-1,-1,,,2,"防御",4
"防具","ダークブリザードブーツ","通常","足",0,0,0,0,1,0,0,0,0,"ダークブリザード",25,48,55,229,7.58,74.13,1.99,,,-1,-1,,,292,7.58,91.13,1.99,,,-1,-1,,,2,"防御",4
"防具","ダークブリザードガーダー","通常","腰",0,0,0,0,1,0,0,0,0,"ダークブリザード",31,57,64,251.64,7.59,80.13,1.99,,,-1,-1,,,314.64,7.59,97.11,1.99,,,-1,-1,,,2,"防御",4
"防具","ダークブリザードグラブ","通常","手",0,0,0,0,1,0,0,0,5,"ダークブリザード",21,43,50,209,7.56,69.13,1.99,,,-1,-1,,,272,7.56,86,1.93,,,-1,-1,,,2,"防御",4
"防具","ダークブリザードマスク","通常","兜",0,0,0,0,1,0,0,0,0,"ダークブリザード",26,50,57,236.46,7.59,76.13,1.99,,,-1,-1,,,299.46,7.59,93.13,1.99,,,-1,-1,,,2,"防御",4
"防具","グロリアスアーマー","通常","鎧",0,0,0,0,1,0,0,0,0,"グロリアス",47,77,85,272,7.2,86.11,1.89,,,-1,-1,,,332,7.2,101.08,1.99,,,-1,-1,,,2,"防御",4
"防具","グロリアスブーツ","通常","足",0,0,0,0,1,0,0,0,0,"グロリアス",29,55,63,255.12,7.22,81.06,1.99,,,-1,-1,,,315.12,7.22,97.04,1.99,,,-1,-1,,,2,"防御",4
"防具","グロリアスガーダー","通常","腰",0,0,0,0,1,0,0,0,0,"グロリアス",35,63,71,262.34,7.22,83.05,1.99,,,-1,-1,,,322.34,7.22,99.33,1.89,,,-1,-1,,,2,"防御",4
"防具","グロリアスグラブ","通常","手",0,0,0,0,1,0,0,0,5,"グロリアス",25,50,58,238.34,7.22,77.33,1.89,,,-1,-1,,,298.34,7.22,93,1.89,,,-1,-1,,,2,"防御",4
"防具","グロリアスマスク","通常","兜",0,0,0,0,1,0,0,0,0,"グロリアス",30,56,64,252.78,7.22,81.11,1.89,,,-1,-1,,,312.78,7.22,96.07,1.99,,,-1,-1,,,2,"防御",4
"防具","ダークマスターアーマー","通常","鎧",0,0,0,0,1,0,0,0,0,"ダークマスター",51,83,,300.78,7.22,93.06,1.99,,,-1,-1,,,360.78,7.22,109.04,1.99,,,-1,-1,,,2,"防御",4
"防具","ダークマスターブーツ","通常","足",0,0,0,0,1,0,0,0,0,"ダークマスター",33,60,,248,7.2,79.07,1.99,,,-1,-1,,,308,7.2,95.05,1.99,,,-1,-1,,,2,"防御",4
"防具","ダークマスターガーダー","通常","腰",0,0,0,0,1,0,0,0,0,"ダークマスター",39,69,,284,7.2,89.22,1.89,,,-1,-1,,,344,7.2,105,1.89,,,-1,-1,,,2,"防御",4
"防具","ダークマスターグラブ","通常","手",0,0,0,0,1,0,0,0,4,"ダークマスター",29,53,,233.56,7.22,76,1.89,,,-1,-1,,,293.56,7.22,91.07,1.99,,,-1,-1,,,2,"防御",4
"防具","ダークマスターマスク","通常","兜",0,0,0,0,1,0,0,0,0,"ダークマスター",34,63,,274.34,7.22,86.07,1.99,,,-1,-1,,,334.34,7.22,102.04,1.99,,,-1,-1,,,2,"防御",4
"防具","ソレイユアーマー","通常","鎧",0,0,0,0,1,0,0,380,0,"ソレイユ",64,102,,293.42,5.58,90.56,1.44,,,-1,-1,,,339.82,5.59,102.56,1.44,,,-1,-1,,,2,"防御",4
"防具","ソレイユブーツ","通常","足",0,0,0,0,1,0,0,380,0,"ソレイユ",44,74,,245,5.59,78,1.45,,,-1,-1,,,291.46,5.59,90,1.45,,,-1,-1,,,2,"防御",4
"防具","ソレイユガーダー","通常","腰",0,0,0,0,1,0,0,380,0,"ソレイユ",52,88,,280.28,5.59,87.1,1.45,,,-1,-1,,,326.82,5.59,99.1,1.45,,,-1,-1,,,2,"防御",4
"防具","ソレイユグラブ","通常","手",0,0,0,0,1,0,0,380,5,"ソレイユ",40,65,,224.46,5.59,72.55,1.49,,,-1,-1,,,271.05,5.59,84.55,1.49,,,-1,-1,,,2,"防御",4
"防具","ソレイユマスク","通常","兜",0,0,0,0,1,0,0,380,0,"ソレイユ",46,80,,261.52,5.62,82.06,1.49,,,-1,-1,,,308.23,5.59,94.06,1.49,,,-1,-1,,,2,"防御",4
"防具","サイクロンアーマー","通常","鎧",0,0,0,0,0,1,0,0,0,"サイクロン",22,39,,59.46,3.54,0,-1,,,-1,-1,,,89,3.5,0,-1,,,-1,-1,,,2,"防御",4
"防具","サイクロンブーツ","通常","足",0,0,0,0,0,1,0,0,0,"サイクロン",11,25,,41,2.43,0,-1,,,-1,-1,,,61.24,2.44,0,-1,,,-1,-1,,,2,"防御",4
"防具","サイクロンガーダー","通常","腰",0,0,0,0,0,1,0,0,0,"サイクロン",16,32,,52.16,3.28,0,-1,,,-1,-1,,,79.16,3.28,0,-1,,,-1,-1,,,2,"防御",4
"防具","サイクロングラブ","通常","手",0,0,0,0,0,1,0,0,6,"サイクロン",9,21,,35.13,1.99,0,-1,,,-1,-1,,,52.13,1.99,0,-1,,,-1,-1,,,2,"防御",4
"防具","サイクロンヘルム","通常","兜",0,0,0,0,0,1,0,0,0,"サイクロン",13,27,,46,2.78,0,-1,,,-1,-1,,,69.26,2.79,0,-1,,,-1,-1,,,2,"防御",4
"防具","レッドウイングアーマー","通常","鎧",0,0,0,0,0,1,0,0,0,"レッドウイング",28,49,54,78.64,3.18,33.3,0.74,,,-1,-1,,,105,3.16,39.3,0.74,,,-1,-1,,,2,"防御",4
"防具","レッドウイングブーツ","通常","足",0,0,0,0,0,1,0,0,0,"レッドウイング",15,31,36,54.46,2.27,25.27,0.39,,,-1,-1,,,73.16,2.28,28.27,0.39,,,-1,-1,,,2,"防御",4
"防具","レッドウイングガーダー","通常","腰",0,0,0,0,0,1,0,0,0,"レッドウイング",22,40,45,75.43,3.19,31.02,0.66,,,-1,-1,,,101.84,3.16,36.37,0.63,,,-1,-1,,,2,"防御",4
"防具","レッドウインググラブ","通常","手",0,0,0,0,0,1,0,0,8,"レッドウイング",13,28,33,43.76,1.62,25.28,0.36,,,-1,-1,,,57.02,1.66,28.28,0.36,,,-1,-1,,,2,"防御",4
"防具","レッドウイングヘルム","通常","兜",0,0,0,0,0,1,0,0,0,"レッドウイング",18,36,41,59,2.34,26,0.34,,,-1,-1,,,78.28,2.36,29,0.34,,,-1,-1,,,2,"防御",4
"防具","エンシェントアーマー","通常","鎧",0,0,0,0,0,1,0,0,0,"エンシェント",35,59,65,137,4.67,56,1.43,,,-1,-1,,,176,4.67,68,1.43,,,-1,-1,,,2,"防御",4
"防具","エンシェントブーツ","通常","足",0,0,0,0,0,1,0,0,0,"エンシェント",21,41,47,123.21,4.79,51.1,1.45,,,-1,-1,,,163,4.78,63.1,1.45,,,-1,-1,,,2,"防御",4
"防具","エンシェントガーダー","通常","腰",0,0,0,0,0,1,0,0,0,"エンシェント",28,50,56,125.74,4.42,54.56,1.44,,,-1,-1,,,162.59,4.41,66.56,1.44,,,-1,-1,,,2,"防御",4
"防具","エンシェントグラブ","通常","手",0,0,0,0,0,1,0,0,7,"エンシェント",19,38,44,115.03,4.69,49.04,1.49,,,-1,-1,,,154.03,4.69,61.04,1.49,,,-1,-1,,,2,"防御",4
"防具","エンシェントヘルム","通常","兜",0,0,0,0,0,1,0,0,0,"エンシェント",24,45,51,126,4.67,52.55,1.45,,,-1,-1,,,165,4.67,64.55,1.45,,,-1,-1,,,2,"防御",4
"防具","デモニックアーマー","通常","鎧",0,0,0,0,0,1,0,0,0,"デモニック",45,72,79,183.74,5.42,74.51,1.83,,,-1,-1,,,228.74,5.42,89.51,1.83,,,-1,-1,,,2,"防御",4
"防具","デモニックブーツ","通常","足",0,0,0,0,0,1,0,0,0,"デモニック",28,51,58,156.74,5.42,42.08,0.99,,,-1,-1,,,201.74,5.42,50.03,0.99,,,-1,-1,,,2,"防御",4
"防具","デモニックガーダー","通常","腰",0,0,0,0,0,1,0,0,0,"デモニック",37,63,70,174.74,5.42,71.51,1.83,,,-1,-1,,,219.74,5.42,86.51,1.83,,,-1,-1,,,2,"防御",4
"防具","デモニックグラブ","通常","手",0,0,0,0,0,1,0,0,6,"デモニック",26,48,55,125,4.5,41,0.9,,,-1,-1,,,162.46,4.54,48.05,0.99,,,-1,-1,,,2,"防御",4
"防具","デモニックヘルム","通常","兜",0,0,0,0,0,1,0,0,0,"デモニック",32,56,63,165.74,5.42,68.51,1.83,,,-1,-1,,,210.74,5.42,83.51,1.83,,,-1,-1,,,2,"防御",4
"防具","ストームブリッツアーマー","通常","鎧",0,0,0,0,0,1,0,380,0,"ストームブリッツ",56,89,,228.58,5.14,89.3,1.74,,,-1,-1,,,271.3,5.14,103.56,1.74,,,-1,-1,,,2,"防御",4
"防具","ストームブリッツブーツ","通常","足",0,0,0,0,0,1,0,380,0,"ストームブリッツ",38,65,,182.2,5.16,77,1.8,,,-1,-1,,,225,5.15,92,1.8,,,-1,-1,,,2,"防御",4
"防具","ストームブリッツガーダー","通常","腰",0,0,0,0,0,1,0,380,0,"ストームブリッツ",49,81,,220,5.13,86.56,1.72,,,-1,-1,,,262.72,5.14,100.78,1.74,,,-1,-1,,,2,"防御",4
"防具","ストームブリッツグラブ","通常","手",0,0,0,0,0,1,0,380,0,"ストームブリッツ",34,59,,166.13,4.99,72.19,1.81,,,-1,-1,,,208.13,4.99,87.19,1.81,,,-1,-1,,,2,"防御",4
"防具","ストームブリッツヘルム","通常","兜",0,0,0,0,0,1,0,380,0,"ストームブリッツ",43,73,,204.4,5.12,86,1.8,,,-1,-1,,,246.4,5.12,101,1.8,,,-1,-1,,,2,"防御",4
"防具","セイクリッドファイアアーマー","通常","鎧",0,0,0,0,0,0,1,0,0,"セイクリッド",43,73,83,-1,-1,-1,-1,,,-1,-1,,,-1,-1,-1,-1,,,-1,-1,,,2,"防御",4
"防具","セイクリッドファイアブーツ","通常","足",0,0,0,0,0,0,1,0,0,"セイクリッド",20,40,51,-1,-1,-1,-1,,,-1,-1,,,-1,-1,-1,-1,,,-1,-1,,,2,"防御",4
"防具","セイクリッドファイアガーダー","通常","腰",0,0,0,0,0,0,1,0,0,"セイクリッド",33,63,73,-1,-1,-1,-1,,,-1,-1,,,-1,-1,-1,-1,,,-1,-1,,,2,"防御",4
"防具","セイクリッドファイアヘルム","通常","兜",0,0,0,0,0,0,1,0,0,"セイクリッド",24,46,51,-1,-1,-1,-1,,,-1,-1,,,-1,-1,-1,-1,,,-1,-1,,,2,"防御",4
"防具","ストームハザードアーマー","通常","鎧",0,0,0,0,0,0,1,0,0,"ストーム",51,83,,-1,-1,-1,-1,,,-1,-1,,,-1,-1,-1,-1,,,-1,-1,,,2,"防御",4
"防具","ストームハザードブーツ","通常","足",0,0,0,0,0,0,1,0,0,"ストーム",28,50,,-1,-1,-1,-1,,,-1,-1,,,-1,-1,-1,-1,,,-1,-1,,,2,"防御",4
"防具","ストームハザードガーダー","通常","腰",0,0,0,0,0,0,1,0,0,"ストーム",41,66,,-1,-1,-1,-1,,,-1,-1,,,-1,-1,-1,-1,,,-1,-1,,,2,"防御",4
"防具","ストームハザードヘルム","通常","兜",0,0,0,0,0,0,1,0,0,"ストーム",32,56,,-1,-1,-1,-1,,,-1,-1,,,-1,-1,-1,-1,,,-1,-1,,,2,"防御",4
"防具","ピアシングアーマー","通常","鎧",0,0,0,0,0,0,1,0,0,"ピアシング",59,96,108,-1,-1,-1,-1,,,-1,-1,,,-1,-1,-1,-1,,,-1,-1,,,2,"防御",4
"防具","ピアシングブーツ","通常","足",0,0,0,0,0,0,1,0,0,"ピアシング",36,50,62,-1,-1,-1,-1,,,-1,-1,,,-1,-1,-1,-1,,,-1,-1,,,2,"防御",4
"防具","ピアシングガーダー","通常","腰",0,0,0,0,0,0,1,0,0,"ピアシング",49,76,88,-1,-1,-1,-1,,,-1,-1,,,-1,-1,-1,-1,,,-1,-1,,,2,"防御",4
"防具","ピアシングヘルム","通常","兜",0,0,0,0,0,0,1,0,0,"ピアシング",45,70,82,-1,-1,-1,-1,,,-1,-1,,,-1,-1,-1,-1,,,-1,-1,,,2,"防御",4
"防具","フェニックスソウルアーマー","通常","鎧",0,0,0,0,0,0,1,380,0,"フェニックスソウル",78,120,,-1,-1,-1,-1,,,-1,-1,,,-1,-1,-1,-1,,,-1,-1,,,2,"防御",4
"防具","フェニックスソウルブーツ","通常","足",0,0,0,0,0,0,1,380,0,"フェニックスソウル",57,87,,-1,-1,-1,-1,,,-1,-1,,,-1,-1,-1,-1,,,-1,-1,,,2,"防御",4
"防具","フェニックスソウルガーダー","通常","腰",0,0,0,0,0,0,1,380,0,"フェニックスソウル",68,104,,-1,-1,-1,-1,,,-1,-1,,,-1,-1,-1,-1,,,-1,-1,,,2,"防御",4
"防具","フェニックスソウルヘルム","通常","兜",0,0,0,0,0,0,1,380,0,"フェニックスソウル",60,90,,-1,-1,-1,-1,,,-1,-1,,,-1,-1,-1,-1,,,-1,-1,,,2,"防御",4
